dataset,encoding,seed,task,best_val_loss,best_epoch,best_train_examples_seen,best_optimizer_steps,validation_checks,train_examples_seen,epochs,params,run_seconds,train_examples_per_second,test_rmse,test_mae,test_r2,test_pearson,test_spearman,test_primary_metric
car-price,learned embeddings,7,regression,0.01811201252043247,3,2400000,588,25,2502400,4,9871521,44.888392390916124,55747.151250317445,3357.94727797493,2512.2085495512906,-0.055008447712685316,0.3241948261079427,0.333262371758561,-3357.94727797493
